,l3.1,l3.2,l11.1,l11.2
ENSG00000267070,0,0,0.183998,0
ENSG00000267073,0.520611,0,0.534608,0
ENSG00000267074,0,0,0,0
ENSG00000267075,0.0139676,0,0,0
ENSG00000267077,1.13206,0.212186,0.364938,0.484207
ENSG00000267078,0.048047,0,0.0526782,0
ENSG00000267079,0,0,0,0
ENSG00000267082,0,0.139747,0,0
ENSG00000267084,0,0,0,0
ENSG00000267085,0,0,0,0
ENSG00000267088,0.444835,0.61589,0.242799,0
ENSG00000267089,0,0,0,0
ENSG00000267090,0,0,0,0
ENSG00000267092,0,0,0.919303,0.259823
ENSG00000267095,0,0,0,0
ENSG00000267096,0.484196,1.05522,0.318092,1.47284
ENSG00000267098,0,0.0377873,0.0465039,0.101412
ENSG00000267101,0,0,0,0
ENSG00000267102,0.133492,0,0,0
ENSG00000267105,0,0,0,0.395336
ENSG00000267108,1.53477,6.97564,1.6248,5.52595
ENSG00000267109,0,0,0,0
ENSG00000267110,0.450854,0,0,0
ENSG00000267112,0,0,0,0
ENSG00000267113,0,0,0,0
ENSG00000267114,2.80708,0,0,1.1679
ENSG00000267115,0,0,0,0
ENSG00000267117,0.222417,0,0,0
ENSG00000267120,0,0.3341,0.450142,0
ENSG00000267122,0.0479551,0,0,0
ENSG00000267124,0,0,0,0
ENSG00000267125,0,0.169026,0,0
ENSG00000267127,0.793879,0.559894,1.19913,0
ENSG00000267130,0.255634,0.473564,0.27919,1.58583
ENSG00000267131,0,0,0,0
ENSG00000267135,0,0.872251,0.455256,2.27329
ENSG00000267136,0.0134705,0.0241463,0.0295655,0.0323628
ENSG00000267137,0,0,0,0
ENSG00000267138,0,0.648108,0,0
ENSG00000267139,0,0,0,0
ENSG00000267140,0.358169,0.300204,0,0.913931
ENSG00000267141,0,0,0,0
ENSG00000267142,0,0,0,0
ENSG00000267143,0,0,0,0
ENSG00000267145,0,0,0,0
ENSG00000267146,0,0,0,0
ENSG00000267148,0,0,0,0
ENSG00000267149,0.352215,0.0560996,0,0
ENSG00000267150,0,0,0,0
ENSG00000267152,1.20807,0.699486,0.509362,0.498975
ENSG00000267157,2.33349,1.77973,0,1.07275
ENSG00000267159,0,0,0,0
ENSG00000267160,0.74423,0.599166,0.703845,0.710337
ENSG00000267166,0,0,0,0
ENSG00000267168,0,0,0,0
ENSG00000267172,0,0,0,0
ENSG00000267173,0,0,0.642802,0
ENSG00000267174,0.532826,0.493916,0,0.509342
ENSG00000267175,0,0,0,0
ENSG00000267177,0,1.91471,0,0
ENSG00000267179,0,0,0,0
ENSG00000267188,0,0,0,0
ENSG00000267192,0,0,0,0
ENSG00000267193,0,0.0591597,0,0
ENSG00000267197,1.57268,0.35724,1.029,0
ENSG00000267198,4.2902,4.6517,3.58858,4.38419
ENSG00000267199,2.31296,0.586429,0.544329,2.28606
ENSG00000267202,0,0,0,0
ENSG00000267205,0,0,0,0
ENSG00000267207,0,0,0,0
ENSG00000267211,0,1.29622,0.757986,0
ENSG00000267212,0,0,0.298346,0
ENSG00000267214,0,0,0,0.262576
ENSG00000267215,0,0,0.0427952,0.0941144
ENSG00000267218,0,0,0,0
ENSG00000267219,0.880868,0.539229,0.323206,1.07933
ENSG00000267220,0,0,0,0
ENSG00000267222,0,0,0,0
ENSG00000267223,0,0,0,0
ENSG00000267224,0,0,0,0
ENSG00000267227,0,0,0,0
ENSG00000267228,9.28278,10.0106,12.9248,15.467
ENSG00000267231,0,0,0,0
ENSG00000267232,0,0,0,0
ENSG00000267234,0,0,0.330857,0
ENSG00000267238,0,0,0,0
ENSG00000267239,0.329917,0.166018,0.120322,0.22102
ENSG00000267240,0,0,0,0
ENSG00000267243,0,0,0,0
ENSG00000267244,0,0,0,0
ENSG00000267245,0,0,0,0
ENSG00000267246,0,0.465271,0,0.322249
ENSG00000267247,0,0.354041,0.210061,1.18443
ENSG00000267248,1.26087,1.83156,0.98192,1.12743
ENSG00000267249,0.889107,1.91669,0.973168,2.71
ENSG00000267250,0.639315,0.961761,0.190697,0
ENSG00000267251,0,0,0,0
ENSG00000267255,0,0,0,0
ENSG00000267257,0,0,0,0
ENSG00000267260,1.71038,1.62618,1.67362,2.17874
ENSG00000267261,1.16481,0,1.01479,1.86797
ENSG00000267262,0,0,0,0
ENSG00000267263,0.102299,0,0,0
ENSG00000267264,0.344183,0.474047,0.18808,0.423097
ENSG00000267269,0,0,0,0
ENSG00000267273,0,0,0,0
ENSG00000267274,0.20292,0.37402,0,0
ENSG00000267277,1.29975,1.29177,1.16362,1.87485
ENSG00000267279,0,0,0,0
ENSG00000267282,0,0,0,0
ENSG00000267283,2.54821,1.73605,1.4812,1.74864
ENSG00000267284,0.699782,0.149437,0.433483,1.09823
ENSG00000267285,0.150758,0,0,0
ENSG00000267287,0,0.0528918,0,0
ENSG00000267288,0,0,0,0
ENSG00000267293,0,0,0,0
ENSG00000267295,0,0,0,0.280803
ENSG00000267298,0,0.430088,0,0
ENSG00000267299,0,0,0,0
ENSG00000267303,5.66109,3.74694,5.37512,3.13335
ENSG00000267304,0,0,0,0
ENSG00000267305,0,0,0,0
ENSG00000267311,0,0,0,0
ENSG00000267312,0,0,0,0
ENSG00000267314,0,0.372067,0,0
ENSG00000267316,0,0,0,0
ENSG00000267317,6.44995,5.99413,6.06868,5.72161
ENSG00000267318,0.332546,1.52163,0,0
ENSG00000267320,0,0,0,0
ENSG00000267324,0,0,0,0
ENSG00000267327,1.22072,0.294111,0.494554,0.230586
ENSG00000267328,0,0.113627,0,0
ENSG00000267335,0,0,0,0
ENSG00000267338,0.268096,0,0,0
ENSG00000267340,9.25643,13.2541,18.6883,12.5224
ENSG00000267342,0.0491964,0.0443407,0.0539367,0
ENSG00000267344,0.84182,0,0,0
ENSG00000267345,0,0.138697,0,0.18573
ENSG00000267353,0,0,0,0
ENSG00000267354,0,0,0,0
ENSG00000267356,0,0,0,0
ENSG00000267359,0,0,0,0
ENSG00000267360,0,0.436725,0,0.585941
ENSG00000267363,0,0,0,0
ENSG00000267364,0.164367,0,0,0.605396
ENSG00000267366,0,0,0,0
ENSG00000267370,0,0,0,0
ENSG00000267372,0,0,0,0
ENSG00000267373,0,0,0,0
ENSG00000267375,0,0,0,0
ENSG00000267379,0,0,0,0
ENSG00000267383,1.52757,2.01393,1.33118,1.48123
ENSG00000267385,0.25755,0.0872428,0.106031,0.280939
ENSG00000267387,0.0522372,0,0,0
ENSG00000267388,0.425301,0.0970079,0,0
ENSG00000267396,0,0,0,0
ENSG00000267397,0.170894,0.384675,0.56218,0.0515479
ENSG00000267398,0,0,0,0
ENSG00000267399,0,0,0,0
ENSG00000267401,0,0.35868,0,0
ENSG00000267404,0,0.129613,0,0
ENSG00000267405,0.7306,0.133683,0,0.179017
ENSG00000267406,0,0,0,0
ENSG00000267408,0,0,0,0
ENSG00000267412,0.0403075,0.142337,0.0439316,0
ENSG00000267415,0,0,0,0
ENSG00000267420,0,0,0,0
ENSG00000267422,0.655723,0.806685,0.954331,0
ENSG00000267423,0.149498,0.136804,0.16284,0
ENSG00000267424,0,0.0977382,0.117632,0.261885
ENSG00000267426,1.00562,0.828912,0.56336,1.30475
ENSG00000267429,0.131537,0.29716,0.288294,0.398148
ENSG00000267430,0,0.169185,0.0684325,0
ENSG00000267436,0.46243,0.847018,0.168497,0.189027
ENSG00000267437,0,0,0,0
ENSG00000267439,0,0,0,0
ENSG00000267441,0,0,0,0
ENSG00000267446,0,0,0.300956,0
ENSG00000267448,0,0,0,0
ENSG00000267449,0,0.586971,0,0
ENSG00000267455,0,0,0,0
ENSG00000267457,0.162651,0,0,0
ENSG00000267458,0,0,0,0
ENSG00000267461,0,0,0,0
ENSG00000267462,0.0386529,0,0.127095,0.0467283
ENSG00000267466,0,0.0346509,0.126699,0.0464346
ENSG00000267469,0,0,0,0
ENSG00000267474,0.0855464,0.312388,0.186807,0.103469
ENSG00000267476,0,0,0,0
ENSG00000267477,0.231229,0.385153,0,0.678482
ENSG00000267478,0,0,0,0
ENSG00000267480,0,0,0,0
ENSG00000267481,0,0,0,0.0990351
ENSG00000267484,0,0,0,0
ENSG00000267487,0,0,0,0
ENSG00000267490,0,0,0,0
ENSG00000267491,0,0,0,0
ENSG00000267503,0,0,0,0
ENSG00000267504,0,0.185258,0.371411,0.330322
ENSG00000267505,0,0.186391,0,0
ENSG00000267506,0.0539519,0,0.059186,0
ENSG00000267507,0,0,0,0
ENSG00000267509,0,0,0,0
ENSG00000267510,0.820131,0.235834,0.278051,0.947642
ENSG00000267512,0,0.386662,0,0
ENSG00000267515,0.286164,0.392511,0,0
ENSG00000267518,0,0,0,0
ENSG00000267520,3.18498,2.11034,1.98346,2.76468
ENSG00000267521,0,0.100773,0,0
ENSG00000267523,0,0,0,0
ENSG00000267526,0,0.043365,0.263802,0
ENSG00000267533,0.0629411,0,0,0
ENSG00000267543,0,0,0,0.196291
ENSG00000267546,0.608966,1.02036,1.36899,1.12198
ENSG00000267547,0,0,0,0
ENSG00000267550,0,0,0,0
ENSG00000267552,0,0,0,0
ENSG00000267554,0,0,0,0
ENSG00000267555,0.227234,0,0,0.842928
ENSG00000267557,0,0,0,0
ENSG00000267558,0,0,0,0
ENSG00000267559,0.485098,0.325632,0.463741,0.730093
ENSG00000267560,0,0,0,0
ENSG00000267561,0.364437,0.411849,0.182812,0.39362
ENSG00000267563,0,0,0,0
ENSG00000267565,0,0,0.840967,0
ENSG00000267567,0,0,0,0.215811
ENSG00000267568,0.478073,0.506546,0.303114,0
ENSG00000267571,0.29087,0,0.159215,0.178154
ENSG00000267575,6.80607,5.78216,6.7389,4.60566
ENSG00000267576,0,0,0,0
ENSG00000267579,0,0,0,0
ENSG00000267580,0,0,0,0
ENSG00000267581,0,0,0,0
ENSG00000267583,0,0.115845,0.663861,0.141461
ENSG00000267587,0.135248,0.123528,0.147916,0
ENSG00000267589,0,0,0,0
ENSG00000267591,0,0,0,0
ENSG00000267592,0,0,0,0
ENSG00000267598,0.208751,0.189781,0,0
ENSG00000267599,0,0,0,0
ENSG00000267601,0,0,0,0
ENSG00000267604,0,0.172163,0.408858,0
ENSG00000267605,0.0297244,0,0,0.019044
ENSG00000267606,0.461277,0.257067,0.168079,0.377111
ENSG00000267607,0.0950078,0.0724989,0.0221651,0.0728735
ENSG00000267610,0,0,0,0
ENSG00000267612,0,0,0,0
ENSG00000267614,0,0,0,0
ENSG00000267615,0,0.680704,0,0.903024
ENSG00000267618,0,0,0,0
ENSG00000267620,0,0,0,0
ENSG00000267623,0,0,0,0
ENSG00000267625,0,1.17869,0,0
ENSG00000267627,0.426674,0,0.151893,0.263475
ENSG00000267629,0,0.112337,0,0.129454
ENSG00000267632,0.942478,1.02482,1.00172,1.42069
ENSG00000267633,0,0,0.481628,0.669117
ENSG00000267637,0,0,0,0
ENSG00000267638,0,0,0,0
ENSG00000267640,0.42631,0.432651,1.00598,0.957866
ENSG00000267643,0,0,0,0
ENSG00000267644,0,0,0,0
ENSG00000267645,10.0065,5.91107,2.2435,15.5484
ENSG00000267646,0,0,0,0
ENSG00000267648,0,0,0,0
ENSG00000267649,0.300759,0.404276,0.0976274,0.216635
ENSG00000267650,0,0,0,0
ENSG00000267651,0.0314924,0,0.0345434,0
ENSG00000267655,1.23588,1.02264,0.86075,0.822037
ENSG00000267656,0,0,0,0
ENSG00000267661,0,0,0,0
ENSG00000267665,0.45762,0.0830456,0.200456,0.2225
ENSG00000267666,0.694189,0.633629,0.236135,0.496857
ENSG00000267669,0,0,0,0
ENSG00000267670,0,0,0.190697,0
ENSG00000267672,0.0582546,0,0.128416,0.0706222
ENSG00000267674,0,0,0,0
ENSG00000267675,0,0,0,0
ENSG00000267677,0,0,0.530436,0
ENSG00000267681,0.740953,1.20352,0.467854,2.92229
ENSG00000267682,0.289323,0,0,0
ENSG00000267686,0,0,0,0
ENSG00000267688,0,0,0,0
ENSG00000267693,0,0,0,0
ENSG00000267694,0,0,0,0
ENSG00000267695,0.224806,0,0,0
ENSG00000267698,5.88095,1.71007,2.01912,4.34648
ENSG00000267699,0.422573,0.551503,0.643441,0.0264593
ENSG00000267703,0,0,0,0
ENSG00000267705,0,0,0,0
ENSG00000267706,0,0,0,0
ENSG00000267707,0.345231,0.209572,0.755599,0.561547
ENSG00000267709,0.0604048,0,0,0
ENSG00000267711,0,0,0,0
ENSG00000267713,0,0,0,0
ENSG00000267714,0.118413,0.0710416,0.0554462,0.0391786
ENSG00000267716,0,0,0,0
ENSG00000267723,0,0,0,0
ENSG00000267724,0.0316054,0,0.0693344,0
ENSG00000267727,0.388235,0.357433,0.424009,0.239124
ENSG00000267729,0,0,0,3.66355
ENSG00000267731,0.112039,0.0804238,0.0492171,0.134731
ENSG00000267732,0,0,0,0
ENSG00000267733,0.139414,0.688674,0.0763813,0
ENSG00000267734,0,0.098344,0,0
ENSG00000267735,0,0.389317,0,0
ENSG00000267737,0,0,0,0
ENSG00000267740,5.41255,6.43928,3.78345,4.23702
ENSG00000267743,0,0,0,0
ENSG00000267745,0,0,0,0
ENSG00000267746,0,0,0.196769,0
ENSG00000267748,0,0,0,0
ENSG00000267749,0,0,0.036709,0.120511
ENSG00000267755,0,0,0,0
ENSG00000267756,0,0,0,0
ENSG00000267758,0,0,0,0
ENSG00000267760,0,0,0,0
ENSG00000267762,0,0,0,0
ENSG00000267764,0,0,0,0.105235
ENSG00000267765,0,0,0,0
ENSG00000267766,0,0,0,0
ENSG00000267769,0.357073,0.328134,1.36548,1.53734
ENSG00000267770,0,0,0,0
ENSG00000267773,0,0,0,0
ENSG00000267774,0,0,0,0
ENSG00000267780,0,0,0,0
ENSG00000267782,0,0,0,0
ENSG00000267783,0.389439,0.358566,0,0
ENSG00000267784,0,0.0807797,0,0.0649586
ENSG00000267786,0.183832,0.676104,0,0
ENSG00000267787,2.9275,2.64002,3.25476,4.43136
ENSG00000267789,0,0,0,0
ENSG00000267791,0,0,0,0
ENSG00000267793,0,0,0,0
ENSG00000267800,0,0,0,0
ENSG00000267801,0.205758,0.018888,0,0
ENSG00000267808,0,0,0.0664845,0
ENSG00000267811,1.33785,1.5832,0.835179,0.941665
ENSG00000267815,0,0,0,0
ENSG00000267827,0,0.309382,2.32879,0
ENSG00000267834,0,0.531975,0.4061,0.246069
ENSG00000267838,0,0.312876,0,0.104788
ENSG00000267868,0.490483,0.2458,0.0597407,0.4611
ENSG00000267872,0,0,0.140321,0.0785355
ENSG00000267879,0.0431128,0,0,0
ENSG00000267882,0,0,0,0
ENSG00000267886,0,0,0,0
ENSG00000267890,1.00561,0.947351,0.493167,2.01508
ENSG00000267892,0.256297,0.08247,0.047896,0.177027
ENSG00000267898,0.282967,0.178274,0.309854,0.358524
ENSG00000267904,0.80899,1.04159,1.77036,3.77324
ENSG00000267919,0,0,0,0
ENSG00000267922,0,0,0,0
ENSG00000267924,0,0,0,0
ENSG00000267927,0,0,0.326464,0
ENSG00000267934,0,0,0.0136259,0.0298246
ENSG00000267939,2.82617,1.40396,1.3471,0.592445
ENSG00000267940,0.467365,0.327768,0.45543,0.752907
ENSG00000267943,0.0475185,0,0.0173814,0.019036
ENSG00000267952,0.863599,1.18472,1.26467,0.972027
ENSG00000267980,1.27406,0.77235,1.16219,1.42273
ENSG00000267984,0,0,0,0
ENSG00000267986,0,0,0,0
ENSG00000267992,0,0,0,0
ENSG00000268015,0.452273,0,0.824082,0
ENSG00000268027,0.142093,0,0,0.607615
ENSG00000268030,0,0.0302955,0,0.0809736
ENSG00000268034,0,0,0,0
ENSG00000268047,0,0.355152,0,0
ENSG00000268049,1.3723,1.12675,2.0509,1.96261
ENSG00000268051,0.139523,0,0,0
ENSG00000268053,0,0,0,0
ENSG00000268055,0,0.278093,0,0.558578
ENSG00000268056,0.150742,0,0,0
ENSG00000268069,0.202265,0.304709,0.295527,0.163303
ENSG00000268070,0,0,0,0
ENSG00000268081,0.294011,0.613346,0,0
ENSG00000268083,0,0.619991,0.738556,0.845802
ENSG00000268087,0,0,0,0
ENSG00000268093,0.78115,0.486687,0.429768,0.499875
ENSG00000268105,0,0,0,0
ENSG00000268107,0.169529,0.434093,0.132377,0.0604171
ENSG00000268108,0.347059,0,0,0
ENSG00000268112,0,0,0,0
ENSG00000268116,0,0,0,0
ENSG00000268119,0.277246,0.240914,0.259566,0.127388
ENSG00000268120,0,0,0,0
ENSG00000268129,8.25206,10.2688,3.40382,4.58338
ENSG00000268133,0,0,0,0
ENSG00000268149,0,0,0,0
ENSG00000268153,0,0,0,0.0447064
ENSG00000268157,0.187085,0,0.204429,0
ENSG00000268163,0,0.213414,0.35565,0
ENSG00000268170,0.113199,0,0.0413814,0
ENSG00000268173,0.637315,0.219309,0.266901,0
ENSG00000268181,0,0,0,0
ENSG00000268184,0.308286,0.14117,0,0
ENSG00000268189,0.153657,0.103692,0.168511,0
ENSG00000268191,0,0,0,0
ENSG00000268193,3.72283,0.357338,2.50076,1.29176
ENSG00000268199,0,0.129916,0,0
ENSG00000268201,0,0.146739,0,0
ENSG00000268203,0,0,0,0
ENSG00000268204,1.09181,1.15568,0.597828,1.65877
ENSG00000268205,3.30214,2.83947,2.72925,3.68475
ENSG00000268218,0.340037,0.269135,0.116218,0.275835
ENSG00000268230,0.162963,0.0646794,0.0852921,0.153283
ENSG00000268231,0,0,0.104238,0
ENSG00000268240,0,0,0.0302002,0.0331085
ENSG00000268266,0.164806,0.453421,0.185004,0.435385
ENSG00000268278,0,0,0,0
ENSG00000268279,0.9172,0.733524,1.55544,1.10642
ENSG00000268282,0,0,0,0
ENSG00000268287,0,0.130223,0,0.174384
ENSG00000268288,0.17599,1.13177,0.192316,1.29858
ENSG00000268289,0,0,0,0
ENSG00000268292,0,0,0,0
ENSG00000268293,0,0,0,0
ENSG00000268309,0.229722,0,0.252343,0.284145
ENSG00000268316,0.159305,0,0.174114,0.195485
ENSG00000268333,0.0624406,0.11279,0.0684325,0
ENSG00000268355,0.28749,0.13146,0.157176,0
ENSG00000268361,0,0,0,0
ENSG00000268362,6.85982,5.52143,6.34398,6.82009
ENSG00000268375,0.569548,2.64743,1.2327,1.40981
ENSG00000268379,0.0647022,0.058162,0.106453,0
ENSG00000268390,0,0,0,0
ENSG00000268392,0,0,0.226047,0
ENSG00000268400,0,0.745807,1.46016,0.802632
ENSG00000268401,0.698026,0.502087,0.992084,1.34645
ENSG00000268403,3.07828,3.57481,1.9278,2.12879
ENSG00000268416,0.326561,0.248734,0.271981,0.4671
ENSG00000268434,0,0.235106,0,0
ENSG00000268442,0,0,0,0
ENSG00000268455,0,0,0,0
ENSG00000268458,0,0,0,0
ENSG00000268460,0.0688276,0.0349462,0.0589142,0.111886
ENSG00000268461,0,0,0,0
ENSG00000268465,0,0,0,0
ENSG00000268472,0,0,0,0
ENSG00000268473,0,0,0,0
ENSG00000268475,0.671346,0,0,0
ENSG00000268486,0.0630693,0.00113997,0.0127754,0
ENSG00000268496,0,0,0.422709,0.238367
ENSG00000268499,0,0,0.250781,0.307641
ENSG00000268505,0,0,0,0
ENSG00000268509,0.0709577,0.651689,0.281115,0
ENSG00000268518,0,0,0,0
ENSG00000268520,0.599041,0.367965,0.218113,0.492348
ENSG00000268530,0,0,0.0829276,0
ENSG00000268531,0,0.0277501,0,0
ENSG00000268533,1.07725,0.204116,0,0.465234
ENSG00000268536,0.800954,1.09708,1.16806,0.81633
ENSG00000268543,2.23842,2.05975,1.4267,2.52596
ENSG00000268555,0.452441,0.261454,0.248131,0.428242
ENSG00000268560,0,0,0,0
ENSG00000268565,1.3433,0.249114,1.75981,0.333431
ENSG00000268573,2.57489,3.08197,2.13528,2.67176
ENSG00000268575,2.72453,2.00537,1.92759,2.75639
ENSG00000268582,0,0,0,0
ENSG00000268583,0.133323,0.0438911,0.190756,0.21584
ENSG00000268584,2.83954,2.75675,1.39367,1.42962
ENSG00000268593,0,0,0,0
ENSG00000268595,0,0,0,0
ENSG00000268601,0,0,0.172356,0
ENSG00000268603,0.130942,0.239049,0.143232,0.320189
ENSG00000268605,0,0,0,0
ENSG00000268614,0,0,0,0
ENSG00000268615,0,0,0,0
ENSG00000268618,0,1.22483,0,0
ENSG00000268620,0,0,0,0
ENSG00000268623,0,0,0,0
ENSG00000268628,0.216925,0.1757,0.15169,0.261321
ENSG00000268635,0.0176523,0.142483,0.0387394,0.0636541
ENSG00000268636,0,0,0,0
ENSG00000268643,0,0.464525,0,0
ENSG00000268649,0.574979,1.3146,0.785878,0.880172
ENSG00000268650,0,0,1.75613,0
ENSG00000268652,0,0,0,0
ENSG00000268655,0,0,0.615126,0
ENSG00000268669,0,0,0,0
ENSG00000268670,0.594211,0.541393,0.130036,0.580271
ENSG00000268673,0,0,0,0
ENSG00000268677,0,0,0,0
ENSG00000268678,0,0.253569,0.230443,0.0849332
ENSG00000268683,0,0.456537,0,0.611436
ENSG00000268686,0,0,0,0
ENSG00000268707,0.360181,0,0,0.886301
ENSG00000268713,0.723457,0.161379,0.51974,0
ENSG00000268723,0,0,0,0
ENSG00000268729,0,0,0,0
ENSG00000268731,0,0,0,0
ENSG00000268734,0,0,0,0
ENSG00000268743,0,0.273575,0.643177,0
ENSG00000268744,0.178098,0.0708421,0,0
ENSG00000268746,0,0,0,0
ENSG00000268747,0.810843,0,0,0
ENSG00000268750,1.09116,4.41093,5.36179,3.71634
ENSG00000268756,0,0,0,0
ENSG00000268764,0,0,0,0
ENSG00000268790,0.682791,4.30087,8.52567,0.641108
ENSG00000268797,0,0.281579,0,0
ENSG00000268798,1.71547,2.86199,3.2537,3.98782
ENSG00000268810,0,0,0,0
ENSG00000268818,0.0900311,0,0,0
ENSG00000268833,0,0,0,0
ENSG00000268836,3.873,2.66248,3.52734,4.55575
ENSG00000268842,0,0,0,0
ENSG00000268854,0,0,0,0
ENSG00000268858,3.97619,5.08631,3.59685,3.38294
ENSG00000268864,0,0,0,0.140668
ENSG00000268866,0,0,0,0
ENSG00000268870,0,0.937787,0.0350371,0
ENSG00000268873,0,0,0,0
ENSG00000268884,0,0,0,0
ENSG00000268886,0.12984,0,0,0
ENSG00000268889,0.227234,0.563159,0.171051,1.03488
ENSG00000268892,0,0,0,0
ENSG00000268896,0.434132,0,0.236966,0.268134
ENSG00000268903,0,0,2.18616,0
ENSG00000268912,0.0526254,0.0246359,0.034222,0.0635718
ENSG00000268922,0,0,0,0
ENSG00000268926,0.151172,0.111107,0.180887,0
ENSG00000268931,0,0,0,0
ENSG00000268938,0,0,0,0
ENSG00000268945,1.18099,0.718702,0.874088,1.35925
ENSG00000268947,0.0724919,0.327885,0.23828,0.263577
ENSG00000268955,0.0621758,0,0,0
ENSG00000268967,0,0,0,0
ENSG00000268970,0,0,0,0
ENSG00000268981,0,0,0,0
ENSG00000268983,0,0,0,0
ENSG00000268985,0,0,0.556103,0
ENSG00000268987,0,0.452183,0,0.403597
ENSG00000269014,0,0,0,0
ENSG00000269025,0,0,0,0
ENSG00000269026,0.274796,0,0.00105102,0
ENSG00000269032,0,0,2.15243,0.4742
ENSG00000269035,0,0,0,0
ENSG00000269043,0.0930506,0.217026,0.153036,0.168501
ENSG00000269044,2.31111,3.18725,2.68284,3.81535
ENSG00000269050,0,0,0,0
ENSG00000269053,0,0.185776,0,0
ENSG00000269066,0,0,0,0
ENSG00000269068,0.162651,0.745532,0.355491,0.199653
ENSG00000269069,0.724257,0.799085,0.469414,0.713912
ENSG00000269072,0,0,0,0
ENSG00000269082,0,0,0,0
ENSG00000269085,0,0,0,0
ENSG00000269086,0.210799,0.23836,0.133278,0.177513
ENSG00000269091,0.335509,0.22981,0,0
ENSG00000269095,0.230865,0.439259,0.23741,0
ENSG00000269102,0,0,0,0
ENSG00000269106,0,0.463977,0,0.310745
ENSG00000269107,0,0,0,0
ENSG00000269110,0.0688271,0.158457,0,0
ENSG00000269124,0,0,0,0
ENSG00000269125,6.2689,1.14566,4.01271,1.52045
ENSG00000269139,0.437336,0.933516,0.31879,0.535754
ENSG00000269148,0,0,0.11472,0
ENSG00000269151,0.562789,0.614723,0.369564,0.549042
ENSG00000269155,0.00161419,0,0.0265014,0.0290638
ENSG00000269161,0,0,0,0
ENSG00000269176,4.43561,5.15681,3.04897,2.2609
ENSG00000269177,0,0,0,0
ENSG00000269179,0,0,0,0.309628
ENSG00000269189,0,0,0,0
ENSG00000269191,0,0,0,0
ENSG00000269194,0,0,0.189639,0
ENSG00000269210,0,0,0,0
ENSG00000269236,0,0,0,0
ENSG00000269237,0,0,0,0
ENSG00000269242,0,0,0,0.646798
ENSG00000269243,0,0,0,0
ENSG00000269246,14.2416,9.04646,0,3.42541
ENSG00000269256,0,0,0,0
ENSG00000269271,0,0,0,0.329782
ENSG00000269274,0,0,0,0
ENSG00000269275,0,0.147915,0.176367,0
ENSG00000269288,0,0,0,0
ENSG00000269289,0,0,0,0
ENSG00000269292,0,0,0,0
ENSG00000269296,0.0386344,0.0953003,0.0205912,0.042885
ENSG00000269300,0,0,0,0.406884
ENSG00000269307,0,0,0,0.350507
ENSG00000269318,0.18729,0.0336986,0.123241,0.0451588
ENSG00000269321,0,0,0,0
ENSG00000269349,0,0,0,0
ENSG00000269350,0,0,0,0
ENSG00000269353,0,0,0,0
ENSG00000269356,0,0,0,0
ENSG00000269365,0.485006,0,0,0
ENSG00000269371,0,0,0,0
ENSG00000269374,1.09837,0.878779,1.52902,0.668253
ENSG00000269376,0.127427,0,0,0
ENSG00000269385,0,0,0,0
ENSG00000269387,0,0,0,0
ENSG00000269388,1.11244,1.23968,0.540915,0.301947
ENSG00000269391,0,0,0,0
ENSG00000269392,1.26137,1.56543,0.913249,1.56766
ENSG00000269397,0,0.124893,0.101337,0
ENSG00000269399,1.39329,1.36897,0.462024,0.624541
ENSG00000269403,0,0.24162,0.521762,0
ENSG00000269421,0,0,0,0
ENSG00000269425,1.97988,2.30343,1.61,0
ENSG00000269427,0.241635,0,0,0.557837
ENSG00000269444,0.660831,0.200942,0,1.61444
ENSG00000269446,0.199671,0.360475,0.295058,0.0875336
ENSG00000269463,1.40243,0.260347,0.306265,0
ENSG00000269469,0,0,0.403376,1.13299
ENSG00000269475,0,0,0,0
ENSG00000269476,0,0.101951,0,0
ENSG00000269480,0.561699,0.685614,0.726902,0.650194
ENSG00000269481,0,0,0,0.0138266
ENSG00000269482,0.400657,0,0.218818,0
ENSG00000269483,0,0,0,0
ENSG00000269487,0,0,0,0
ENSG00000269489,0.321088,0.588506,0,0
ENSG00000269495,0,0,0,0
ENSG00000269504,0.146109,0.0899419,0.108406,0
ENSG00000269506,0,0,0,0
ENSG00000269514,1.96872,1.73965,1.47963,1.94662
ENSG00000269524,0.934963,0,0.339711,0
ENSG00000269533,0.67386,0.209374,0.21171,0.847675
ENSG00000269534,0,0,0,0
ENSG00000269535,0.18313,0.0319221,0.194529,0.0428085
ENSG00000269543,0,0,0,0
ENSG00000269547,0.226362,0.255334,0,0.323551
ENSG00000269553,0,0.209898,0.248046,0
ENSG00000269559,0.363329,0.45753,0.398476,0.306566
ENSG00000269560,0,0,0,0
ENSG00000269564,0,0.509255,0,0
ENSG00000269570,0,0.0408905,0.0995496,0.27397
ENSG00000269578,0,0,0.0738012,0.0815615
ENSG00000269583,0,0,0,0
ENSG00000269588,0,0,0,0
ENSG00000269590,0,0.262587,0,0
ENSG00000269600,0,0.048726,0,0
ENSG00000269604,0,0.048782,0.0994654,0.0217932
ENSG00000269621,0,0,0,0
ENSG00000269635,0,0,0,0
ENSG00000269646,0,0,0,0
ENSG00000269652,0,0,0,0
ENSG00000269653,0.03591,0,0.0784491,0.0431059
ENSG00000269667,0.263527,0,0,0.536401
ENSG00000269680,0,0.107858,0.129539,0
ENSG00000269681,0,0,0,0
ENSG00000269688,34.9037,33.9887,11.2773,12.0145
ENSG00000269693,0.345938,0.000848601,0.66616,0.536138
