,NT.1,NT.2,HNRNPA2B1.1,HNRNPA2B1.2,CD99.1,CD99.2,B4GALNT1.1,B4GALNT1.2
POM121L9P,0,0,0.0206472,0,0,0,0.0388175,0.0175621
POMC,0.179204,0.122047,0.224928,0.118817,0.194255,0.161404,0.181763,0.298265
POMGNT1,25.3924,25.4279,25.9031,23.5553,23.6204,25.7609,26.1648,28.5131
POMGNT2,30.9445,30.0835,31.2733,32.1504,32.4875,32.2102,32.4252,33.2511
POMK,5.41372,5.68616,5.61686,5.7205,5.74056,5.48622,6.61077,10.3033
POMP,52.7331,52.9269,54.8194,56.0191,48.0842,49.8544,49.7824,48.7831
POMT1,16.2583,17.4725,16.4721,18.1319,21.1135,15.8095,18.479,19.9311
POMT2,22.4643,19.6685,19.0363,21.596,16.8155,21.7434,24.3734,20.9751
POMZP3,7.52904,8.40279,5.84232,6.40197,6.28094,5.273,5.57284,5.5758
PON1,0,0,0,0,0,0,0,0
PON2,14.4739,16.7108,17.4152,17.5722,17.8391,19.922,20.5197,18.7268
PON3,0,0,0,0.125158,0,0,0.0520878,0
POP1,6.73946,8.47583,8.10837,8.75537,6.49255,6.50345,6.5467,6.16409
POP4,61.5085,61.9873,60.6635,61.1118,61.753,58.0234,61.4647,61.9906
POP5,39.0109,43.9494,44.6952,46.776,36.6317,44.1236,40.8209,39.2493
POP7,117.744,119.197,147.238,141.566,122.895,136.539,124.822,118.478
POPDC2,1.11529,1.18508,1.92457,0.215129,0.494322,0.19392,1.52565,0.666568
POPDC3,13.7624,12.7995,16.2014,15.8672,14.8144,12.9596,11.8144,13.2012
POR,33.2698,34.2909,38.0254,33.5316,31.6147,33.5988,35.2147,32.0015
PORCN,7.999,7.54419,8.3235,7.65689,8.10314,7.86298,8.69032,8.89225
PORCN-DT,0.358756,0.0819715,0.856159,0.747195,0.955241,0.903258,0.713366,1.14398
POSTN,0.0440905,0.0984467,0.0513141,0.0152718,0.0607086,0.179077,0,0.0140669
POT1,17.9262,16.7298,14.8216,16.0727,19.911,16.4293,21.3953,20.4827
POT1-AS1,1.22585,0.938503,0.911563,0.839468,1.69182,0.866491,1.16453,0.634714
POTEA,0,0,0,0,0,0,0,0
POTEB,0,0,0,0,0,0,0,0
POTEB3,0,0,0,0,0,0,0.0139841,0.00754009
POTEC,0,0.0421262,0,0,0.0144702,0,0,0
POTED,0,0.00610622,0,0,0,0,0.00308193,0
POTEE,0,0,0,0,0,0,0,0
POTEF,0,0,0,0,0,0,0,0
POTEG,0,0,0,0,0,0,0,0
POTEH,0,0,0,0,0,0,0,0
POTEH-AS1,0,0,0,0,0,0,0,0
POTEI,0,0,0,0,0,0,0,0
POTEJ,0,0,0,0,0,0,0,0
POTEKP,0,0,0.0147474,0,0,0,0,0
POTEM,0.00655169,0.0236647,0.0153956,0.0643879,0.028452,0.0525736,0.0316272,0.026215
POU1F1,0,0,0,0,0,0,0,0
POU2AF1,0.0469763,0.0285117,0.0198987,0.0656446,0,0.0691859,0.0340714,0.0385848
POU2F1,4.24861,5.53194,5.37734,5.08175,5.75923,5.76354,6.25824,5.60416
POU2F1-DT,0.845185,0.617553,3.0225,2.816,0.450606,1.42072,0.841589,0.830224
POU2F2,0.353446,0.229925,0.136931,0.639567,0.121262,0.254325,0.693974,0.445874
POU2F2-AS1,0,0,0,0,0,0,0,0
POU2F3,0.049729,0.0240606,0,0,0,0,0.113407,0.135997
POU3F1,0.579732,0.979339,0.861754,0.744844,1.09091,1.02895,0.977498,0.913761
POU3F2,8.62471,10.1239,10.8069,10.697,9.36779,8.89655,10.9969,11.3941
POU3F3,5.12416,5.52373,5.37408,5.97575,6.03046,6.22596,7.47162,7.00848
POU3F4,0,0.0104965,0,0,0,0,0,0
POU4F1,8.73419,9.84442,10.7952,11.6373,10.9976,10.7844,12.185,12.8128
POU4F2,0.100345,0.130276,0.151797,0.208539,0.10874,0.0327897,0.145831,0.114503
POU4F3,0.0709592,0.0160449,0.0417708,0,0.0384175,0.0608054,0.0540843,0.10619
POU5F1,0,0,0.357653,0,0,0.0627296,0,0
POU5F1B,0.00926755,0,0,0.0288868,0,0.106896,0.095054,0.0935038
POU5F1P2,0,0,0,0,0,0,0,0
POU5F1P3,0,0,0,0,0,0,0,0
POU5F1P4,0,0,0,0,0,0,0,0
POU5F1P5,0,0,0,0,0,0,0,0
POU5F1P6,0,0,0,0,0,0,0,0
POU5F1P7,0,0,0,0,0,0,0,0
POU5F2,0.0105347,0.0187116,0.037286,0.0277257,0.0168814,0,0.00530222,0.0103697
POU6F1,5.21796,5.78082,5.75504,5.47093,7.58592,4.02813,7.98945,6.67989
POU6F2,0.129611,0.0258232,0.126294,0.168977,0.115291,0.192719,0.214962,0.350258
POU6F2-AS2,0,0,0,0,0,0,0,0
PP12613,0.0414489,0.0375053,0,0.0430764,0,0,0,0.0206613
PP2D1,0,0,0,0,0,0,0,0
PP7080,15.0014,14.9202,19.2917,20.7999,18.7803,21.6623,20.2486,17.4347
PPA1,266.099,263.841,292.32,286.365,265.384,279.03,284.873,287.948
PPA2,120.106,117.022,129.403,131.958,119.895,118.696,117.425,123.625
PPAN,44.8639,45.3505,51.1237,41.9176,45.7658,50.2145,47.2703,50.618
PPAN-P2RY11,0.77779,1.54964,1.29578,1.62801,1.62364,1.83776,2.02996,1.69221
PPARA,3.0532,5.56818,3.74571,4.37253,4.67615,3.70207,5.51006,4.54355
PPARD,6.71711,6.99679,7.26318,6.59787,6.96199,7.10922,8.04978,7.72031
PPARG,24.2363,24.0253,20.4685,27.0513,26.223,22.8455,25.0258,28.9101
PPARGC1A,2.24847,1.82407,1.76565,1.5599,2.45069,2.02101,2.47208,2.88827
PPARGC1B,2.88612,4.09873,3.01354,3.16847,4.02344,3.3727,4.35551,4.02458
PPAT,32.3165,34.748,37.7601,37.5746,36.7599,34.2957,39.8819,37.7709
PPATP1,0,0,0,0,0,0,0,0
PPBP,0,0,0,0,0,0,0,0
PPBPP2,0,0,0,0,0,0,0,0
PPCDC,29.508,24.3547,21.7198,20.63,21.7351,21.4869,24.0655,22.2787
PPCS,27.021,25.7841,26.6813,26.0923,31.4971,28.0675,31.1714,28.5806
PPDPF,158.869,192.177,225.942,223.964,182.161,212.078,172.293,154.471
PPDPFL,0,0,0,0,0,0,0,0
PPEF1,0.217652,0.330719,0.0942363,0.0432452,0.152273,0.0913539,0.171541,0.11224
PPEF1-AS1,0,0,0,0,0,0,0,0
PPEF2,0.243912,0.222011,0,0.0385003,0.117842,0,0.101681,0.155524
PPFIA1,20.7725,21.2836,22.117,22.7358,23.7442,22.9777,26.4563,24.0202
PPFIA1P1,0,0,0,0,0,0,0,0
PPFIA2,1.17986,1.35147,0.868448,0.495196,0.831828,0.82525,0.585354,0.76844
PPFIA2-AS1,0,0,0.0812261,0,0.0745645,0.115828,0,0
PPFIA3,10.8273,13.3337,13.3823,11.9838,10.4945,11.3025,11.3676,11.5222
PPFIA4,0.937087,1.81335,0.676919,1.39002,1.43591,1.11503,2.34044,2.92612
PPFIBP1,9.70794,11.7961,13.4384,8.26275,10.762,9.85412,13.5663,11.8636
PPFIBP2,2.53928,3.91934,3.30619,1.87883,2.95302,1.88737,4.76923,3.64879
PPHLN1,32.8253,40.3184,38.3955,37.6908,37.9552,37.0499,42.1876,37.2527
PPIA,2812.24,2836.19,2892.61,2929.77,2711.22,2827.2,2839.9,2912.23
PPIAL4A,0,1.53E-07,0,0,0,0,0,0
PPIAL4C,0,6.03E-07,0.147211,0,0,0,0,0
PPIAL4D,0,3.62E-08,0.0725294,0.10155,0,0,0,0
PPIAL4E,0,3.62E-08,0.0725294,0.10155,0,0,0,0
PPIAL4F,0,3.62E-08,0.0725294,0.10155,0,0,0,0
PPIAL4G,0,0.0673413,0,0,0,0,0,0
PPIAL4H,0,5.57E-08,0.0704503,0,0,0,0,0
PPIAP1,0,0,0,0,0,0,0,0
PPIAP10,0,0,0,0,0,0,0,0
PPIAP11,0,0.124538,0,0,0.142844,0.149689,0,0
PPIAP13,0,0,0,0,0,0,0,0
PPIAP14,0,0,0,0,0,0,0,0
PPIAP15,0.139337,0,0,0,0,0,0,0
PPIAP16,0,0,0.16605,0,0,0.304589,0,0
PPIAP19,0,0.250431,0,0.141875,0,0.452758,0,0
PPIAP20,0,0,0,0,0,0,0,0
PPIAP2,0,0,0,0,0,0,0,0
PPIAP21,0,0,0,0,0,0,0,0
PPIAP22,1.93206,3.43579,1.85729,1.35471,1.86622,2.11262,1.73847,0
PPIAP23,0,0,0,0,0,0,0,0
PPIAP24,0,0,0,0,0,0.160196,0,0
PPIAP25,0,0,0,0,0,0,0,0
PPIAP26,0,0,0,0,0,0,0,0
PPIAP27,0,0,0,0,0,0,0,0
PPIAP28,0,0,0,0,0,0,0,0
PPIAP29,0,0,0.33577,0,0.153823,0.489962,0.2874,0.419868
PPIAP30,0,0,0.150171,0,0,0,0,0
PPIAP31,0,0,0.470163,0.815757,0.687941,0.144201,0.128113,0.380213
PPIAP3,0.269784,0.372038,0,0,0,0,0,0
PPIAP32,0,0,0,0,0,0,0,0
PPIAP33,0,0,0,0,0,0.125652,0,0
PPIAP34,0,0,0,0,0,0,0,0
PPIAP35,0,0,0,0,0,0,0,0
PPIAP36,0,0,0,0,0,0.300425,0,0
PPIAP37,0,0,0,0,0,0,0,0
PPIAP38,0,0,0,0,0,0,0,0
PPIAP39,0,0.122449,0,0,0,0,0,0
PPIAP40,0,0,0,0,0,0,0,0
PPIAP4,0.448812,0.207788,0.824276,0.470307,0.232308,0.242772,0,0
PPIAP41,0.141167,0.129884,0.339959,0.294369,0.297122,0,0.138201,0.136867
PPIAP42,0,0,0,0,0.145373,0,0,0
PPIAP43,0,0,0,0,0,0,0,0
PPIAP44,0,0,0,0,0,0,0,0
PPIAP45,0,0,0,0,0,0,0,0
PPIAP46,0.136646,0.0525601,0.0158329,0.0139849,0.0915481,0.0153968,0.115996,0.057095
PPIAP47,0,0,0,0.280437,0,0.148606,0,0.130594
PPIAP48,0,0,0,0,0,0,0,0
PPIAP49,0,0,0,0,0,0,0,0
PPIAP5,0,0,0,0,0,0,0,0
PPIAP50,0,0,0,0,0,0.149008,0,0
PPIAP51,0,0,0,0,0,0,0,0
PPIAP52,0,0,0,0,0,0,0,0.131799
PPIAP53,0.822543,0.252139,0.164973,0.285891,0.577708,0.907988,0.268757,1.06424
PPIAP54,0,0,0,0,0.290625,0,0,0
PPIAP55,0,0,0,0,0,0,0,0
PPIAP56,0,0,0,0,0,0,0,0
PPIAP58,0,0,0,0,0,0,0,0
PPIAP59,0,0,0,0,0,0,0,0.131445
PPIAP6,0,0,0,0,0,0,0,0
PPIAP60,0,0,0,0,0,0,0,0
PPIAP62,0,0,0,0,0,0,0,0
PPIAP63,0,0,0,0,0,0,0,0
PPIAP64,0,0,0,0,0,0,0,0
PPIAP65,0,0,0,0.141575,0,0,0,0
PPIAP66,0,0,0,0,0,0,0,0
PPIAP67,0.324,0.149313,0.587704,0,0.169701,0,0,0
PPIAP68,0,0,0,0,0,0,0,0
PPIAP69,0,0,0,0,0,0,0,0
PPIAP70,0,0,0,0,0,0,0,0
PPIAP7,0,0,0,0,0,0,0,0
PPIAP71,0,0,0,0,0,0.298929,0,0
PPIAP72,0,0.120207,0,0,0,0,0,0
PPIAP73,0,0,0,0.197361,0,0,0,0
PPIAP74,0,0,0,0,0,0,0,0
PPIAP75,0,0.128189,0,0,0,0,0,0
PPIAP76,0,0,0,0,0,0,0,0
PPIAP77,0,0.12207,0,0,0.140079,0,0,0
PPIAP78,0,0,0,0,0,0,0,0
PPIAP79,0,0,0,0,0,0,0,0
PPIAP8,0,0,0,0,0,0,0,0
PPIAP80,0,0,0.326703,0,0,0,0.133957,0
PPIAP81,0,0,0,0,0,0,0,0
PPIAP82,0,0,0,0,0.140063,0,0.260708,0
PPIAP83,0,0,0,0,0,0,0,0
PPIAP84,0,0,0,0,0,0,0,0
PPIAP85,0,0,0,0,0,0,0,0
PPIAP86,0,0,0,0,0,0,0,0
PPIAP87,0,0,0,0,0,0,0,0
PPIAP88,0,0,0,0,0,0,0,0
PPIAP89,0.140236,0.129036,0,0,0.147649,0,0,0.407991
PPIAP90,0,0,0,0,0,0,0,0
PPIAP9,0.133311,0.24507,0.32065,0.278054,0,0,0.130919,0.129523
PPIAP91,0,0,0,0,0,0,0,0
PPIB,440.634,434.966,487.276,496.05,435.421,443.48,416.949,416.16
PPIC,26.3027,27.4266,27.9257,29.2034,30.9564,28.0494,30.0884,31.158
PPIC-AS1,0,0.102012,0.266653,0,0.117936,0.123747,0,0.32591
PPID,41.4236,42.8004,42.9678,45.8559,40.2227,43.7902,49.615,42.9233
PPIE,69.7964,68.6172,68.8826,61.0519,68.5493,64.9188,66.0759,68.8354
PPIEL,1.65967,2.52634,1.6995,1.40062,2.13923,1.31349,2.18196,2.30836
PPIF,109.985,109.069,115.755,115.742,121.571,122.865,119.302,118.183
PPIG,36.9968,40.778,34.3463,39.24,35.8177,36.1958,43.3383,42.3017
PPIH,109.405,103.261,95.8862,106.201,99.7508,98.1802,100.756,100.48
PPIHP1,0,0.117963,0,0,0,0,0,0.12486
PPIHP2,0,0,0,0,0,0,0,0
PPIL1,68.4438,66.539,68.7843,67.9534,71.4139,69.2415,67.7256,69.96
PPIL1P1,0,0.12207,0,0,0.140049,0,0,0
PPIL2,22.6374,23.5299,21.9099,23.713,24.508,24.3301,28.0879,25.4909
PPIL3,38.0522,35.5632,45.2235,47.2146,45.0183,44.0249,43.8377,41.9569
PPIL4,21.8819,21.7521,22.2073,21.2971,20.1421,22.0959,22.9575,24.1275
PPIL6,4.03159,3.13241,2.79262,2.82873,4.2019,2.5777,3.44435,2.83115
PPIP5K1,6.35013,6.85324,6.8479,6.26635,7.75696,8.30581,9.64586,7.77541
PPIP5K2,10.6977,11.3465,13.8367,16.006,14.4137,13.8698,18.2943,16.8263
PPL,0.435054,0.4807,0.139816,0.0935975,0.375706,0.208588,0.313518,0.352573
PPM1A,20.3912,20.5976,18.4184,18.1907,20.0476,19.2473,23.6734,23.3293
PPM1AP1,0,0,0,0,0,0,0,0
PPM1B,18.1784,18.9137,15.6458,18.834,18.2338,18.3488,23.1615,21.4661
PPM1B-DT,0.0805193,0.0365341,0.333147,0.125577,0.173461,0.0913855,0.203168,0.0799041
PPM1D,29.4823,29.2565,20.1403,19.6515,22.6907,24.5893,28.3429,28.0924
PPM1E,5.2617,5.12415,4.96147,5.33509,5.80617,5.4513,6.38416,6.26254
PPM1F,18.9982,23.3351,20.6785,18.338,21.6511,21.414,26.4421,20.5025
PPM1F-AS1,0.143254,0.240723,0.33748,0.148879,0.332182,0.256995,0.145462,0.26525
PPM1G,131.097,141.55,132.375,131.544,128.474,126.934,133.476,136.511
PPM1H,6.43,6.12819,6.53158,6.02334,6.55112,8.18567,7.58333,7.93543
PPM1J,5.76074,5.07447,4.27443,5.1178,5.56974,4.81094,5.03569,6.09124
PPM1J-DT,0.0218429,0,0,0,0,0,0,0
PPM1K,7.35505,7.24658,7.12941,6.87998,8.42606,7.01997,8.67397,11.8946
PPM1K-DT,0.048058,0,0,0,0.196325,0.206237,0.0243725,0.271285
PPM1L,5.06073,5.65919,5.87216,5.18843,6.70836,5.366,5.79001,5.82541
PPM1L-DT,0.4428,0.802161,1.14244,1.69721,0.508254,0.662064,0.588828,0.495816
PPM1M,11.3892,10.9859,8.23213,10.9635,10.4809,10.6875,13.0312,12.5791
PPM1N,6.03586,5.0736,4.18851,4.7542,5.86689,6.15222,5.70531,6.34047
PPME1,33.5773,37.8891,34.1267,32.7798,31.8712,35.7047,37.0567,34.1841
PPOX,11.733,11.5407,8.52996,10.0469,11.8611,12.0877,15.3616,13.8399
PPP1CA,142.661,138.399,139.696,136.084,134.93,142.698,130.917,128.99
PPP1CB,33.774,32.1964,38.0767,44.4378,41.4951,36.4852,40.0678,40.2472
PPP1CB-DT,0.709467,0.49899,0.398501,0.552651,0.545163,0.392586,0.375787,0.319386
PPP1CC,163.205,160.917,165.798,171.381,177.372,164.632,190.2,184.535
PPP1R10,38.9973,39.7527,40.0872,31.3905,55.4919,44.4844,47.229,47.6613
PPP1R11,38.1419,38.1604,43.7835,40.5075,38.4043,38.3461,36.2649,36.8305
PPP1R11P1,0,0,0,0,0,0,0,0
PPP1R12A,21.9528,22.4102,16.3073,20.8101,23.2384,20.1943,23.8467,31.4212
PPP1R12A-AS1,0.0973881,0.138339,0.196418,0.332503,0.120625,0.222793,0.151091,0.180604
PPP1R12A-AS2,0,0,0,0,0,0,0,0
PPP1R12B,3.20911,3.7063,3.78167,4.53579,5.92376,4.58045,3.46168,6.02869
PPP1R12BP2,0,0,0,0,0,0,0,0
PPP1R12C,22.2958,27.8674,20.4423,20.3992,22.8074,22.2521,24.0114,23.532
PPP1R13B,8.27908,9.2576,7.76516,7.40247,8.12743,7.05919,8.69103,9.99247
PPP1R13B-DT,0,0,0,0,0,0,0,0.022569
PPP1R13L,12.4821,15.1508,12.9855,10.0133,17.2744,15.9964,18.9044,15.2524
PPP1R14A,29.6476,25.6424,26.0316,27.0678,28.1817,31.6676,28.222,27.667
PPP1R14B,142.034,138.355,165.3,161.352,156.263,171.296,150.781,142.568
PPP1R14B-AS1,1.87731,1.88551,2.91756,2.51624,1.05099,1.33736,1.82112,0.920645
PPP1R14BP2,0,0,0,0,0,0,0,0
PPP1R14BP3,0,1.44427,1.00224,0,2.78987,0.725113,4.63004,3.37671
PPP1R14BP4,0,0,0,0,0,0,0,0
PPP1R14BP5,0,0,0,0,0,0,0,0
PPP1R14C,14.5437,15.0267,15.5367,18.0165,16.954,14.889,16.4584,17.3448
PPP1R14D,0.0748488,0.0679012,0,0.30999,0.159967,0.251022,0.148747,0.14661
PPP1R15A,37.7969,40.0282,40.5026,41.6276,41.2998,43.1349,39.2488,39.5575
PPP1R15B,24.4733,25.2957,26.1935,26.7272,28.3862,23.9654,30.353,31.5113
PPP1R15B-AS1,0,0,0,0,0,0,0,0
PPP1R16A,14.6758,15.7123,13.8611,13.4109,15.7835,15.3035,13.41,12.7896
PPP1R16B,1.71258,1.85582,1.39631,1.45272,1.82112,1.62647,1.72478,2.17419
PPP1R17,0,0,0,0,0,0,0,0
PPP1R18,6.48396,6.43988,6.38264,5.47506,6.4711,6.01968,7.28471,8.40117
PPP1R1A,7.821,6.51505,7.21727,6.82683,11.0245,9.75008,10.7245,11.1753
PPP1R1AP1,0,0,0,0,0,0,0,0.165911
PPP1R1B,0.0812429,0.0346832,0,0,0,0,0,0
PPP1R1C,0.428737,0.606524,0.236797,0.412873,1.00119,0.871921,0.259152,0.67298
PPP1R21,5.26484,6.23729,6.37194,6.13732,7.15883,5.97546,6.53582,6.71337
PPP1R2,1.35684,1.14023,3.1164,2.47429,3.11402,2.01043,1.0046,0.882578
PPP1R21-DT,26.3222,31.5105,21.5326,28.9183,39.0111,34.7376,32.3373,37.8912
PPP1R26,8.55309,10.4,9.69946,9.67642,10.0046,9.64321,11.6887,12.1442
PPP1R26-AS1,0.527422,0.967086,0.729637,0.650903,1.06006,0.237588,1.24298,1.67643
PPP1R26P1,0,0,0,0,0,0,0,0
PPP1R26P2,0,0,0,0,0,0,0,0
PPP1R26P4,0,0,0,0,0,0,0,0
PPP1R27,0,0,0.213259,0.183622,0,0,0,0
PPP1R2B,0,0,0,0,0,0,0,0
PPP1R2C,0,0.0625825,0,0,0,0,0,0
PPP1R2P10,0,0,0,0,0,0,0,0
PPP1R2P1,0,0.177188,0,0,0,0.216277,0,0.083675
PPP1R2P4,0,0,0,0,0,0,0,0
PPP1R2P6,0,0,0,0,0,0,0,0
PPP1R32,1.7525,2.29724,0.823074,0.683031,1.33504,1.10137,1.14084,1.02792
PPP1R35,36.0617,34.3926,41.4584,37.8712,37.5656,37.9097,34.2012,30.5944
PPP1R35-AS1,0.644968,0.300286,0,0.68268,0.659119,1.02789,0,0
PPP1R36,0.101951,0,0.097979,0.272741,0,0,0.146867,0
PPP1R37,10.4807,9.54175,7.70682,7.27793,9.56321,12.3231,9.82492,8.48975
PPP1R3A,0,0,0,0.0106435,0.0111115,0.0770684,0,0
PPP1R3B,2.26071,2.06816,2.41764,2.51672,2.74669,2.6548,2.77806,2.85959
PPP1R3C,0.0359904,0.0488297,0.0423741,0.0187006,0,0.0822349,0.0182862,0.017952
PPP1R3D,2.89565,3.20459,3.52117,3.07252,2.79356,2.73808,3.17247,4.09379
PPP1R3E,2.88739,3.76905,6.33442,5.68867,3.85145,3.96464,5.78829,5.1469
PPP1R3F,6.35455,7.24307,3.85279,3.62043,4.70478,3.93784,7.29487,4.60968
PPP1R3G,0.631954,0.822609,0.73047,0.723394,0.708642,0.858442,0.874367,0.846573
PPP1R42,0.219906,0.939153,0.874156,0.876257,0.0505254,0.624809,0.839719,0.415608
PPP1R7,69.9739,76.4138,90.2178,80.6812,71.2644,67.9119,69.8916,69.9193
PPP1R8,90.1156,85.6474,85.4653,84.5152,97.2262,91.965,94.8944,91.2387
PPP1R8P1,0.0491538,0,0,0,0.0528364,0,0.0494765,0.0973522
PPP1R9A,1.25621,1.86091,1.43055,2.21396,1.8078,1.26355,1.92852,1.71087
PPP1R9A-AS1,0,0,0,0.0257463,0,0,0.0180731,0.0246722
PPP1R9B,25.6264,26.1007,26.7258,25.401,25.0982,28.034,27.6211,28.5476
PPP2CA,102.28,104.462,116.254,118.882,110.519,127.458,112.938,107.791
PPP2CA-DT,0.171556,0.124436,1.01292,0.606381,0.48112,0.390101,0.277542,0.136388
PPP2CB,23.8122,27.7114,26.3824,27.8333,24.8117,26.3647,29.9883,27.3684
PPP2R1A,160.346,155.763,178.676,172.764,174.828,176.679,168.367,169.528
PPP2R1B,21.6669,23.4066,22.1499,28.1887,22.6789,23.901,26.5388,27.5518
PPP2R2A,52.947,51.108,51.7443,50.9513,48.254,48.2397,56.8355,54.702
PPP2R2B,0,0,0,0,0.120394,0.126302,0.124562,0.221794
PPP2R2C,5.85636,6.93578,6.47034,6.2283,7.02946,5.9014,6.64676,7.44357
PPP2R2D,32.9325,32.5871,28.4279,34.659,31.7782,32.9815,36.598,33.8012
PPP2R2DP1,0,0,0,0,0,0,0,0
PPP2R3A,1.98884,2.37733,2.3765,2.96699,2.50638,2.50541,2.92915,2.1959
PPP2R3B,22.5644,23.8801,20.8672,20.8954,17.35,20.5503,21.6766,22.9579
PPP2R3C,26.3651,24.8781,24.2934,21.9729,24.6795,22.5591,25.4407,27.286
PPP2R5A,13.552,16.8254,16.2747,17.4324,16.8185,15.4878,17.6126,17.1193
PPP2R5B,17.3021,17.0143,12.2321,11.011,11.9311,15.7989,15.6516,15.9128
PPP2R5C,77.7702,73.5088,77.9262,74.9314,80.5454,72.6088,87.294,86.0728
PPP2R5CP,0.0415894,0,0,0,0,0.0469056,0.0422071,0.0415248
PPP2R5D,54.8096,57.9276,60.8827,54.5918,57.0975,60.3934,60.1636,59.2961
PPP2R5E,15.2694,16.4814,17.5719,16.6838,17.9757,16.2202,18.8783,17.9475
PPP3CA,14.9983,19.0172,16.4403,18.2716,15.3352,19.0332,20.4883,22.1343
PPP3CB,17.6018,18.6865,19.5088,19.62,19.9903,17.3245,23.3249,22.23
PPP3CB-AS1,1.10354,0.913391,0.758411,1.02831,1.16664,1.28011,1.15896,0.628586
PPP3CC,7.1506,5.18583,6.8161,5.41929,6.67527,6.26907,8.09275,5.49877
PPP3R1,37.4039,41.259,41.68,42.8091,44.6032,44.7024,42.3049,46.6673
PPP3R2,0,0,0,0,0,0,0,0
PPP4C,154.478,149.454,127.049,127.495,132.51,136.619,132.999,134.606
PPP4R1,12.0289,19.1678,15.9802,12.6365,15.5999,16.5444,17.9382,21.0634
PPP4R1-AS1,0,0,0.51374,0,0,0,0,0
PPP4R1L,2.57523,2.02778,1.58128,1.76131,2.43794,2.19686,2.2488,1.96947
PPP4R2,26.5141,28.8317,26.7791,33.0702,34.7596,25.957,37.8582,37.1581
PPP4R3A,42.5152,44.0935,41.2255,43.1903,49.5844,42.3649,51.9037,53.6393
PPP4R3B,18.6505,21.5015,24.3779,22.3152,22.2282,21.104,21.759,24.6959
PPP4R3B-DT,0.891085,1.91441,1.07476,2.01351,1.56036,2.12427,0.870588,1.00624
PPP4R3C,0,0,0,0,0,0,0,0
PPP4R4,1.87731,1.72452,1.68709,1.81369,2.28576,1.29701,3.27897,2.39999
PPP5C,88.0123,93.5701,85.9108,84.5027,93.8605,85.1754,112.076,103.439
PPP5D1P,0.971192,2.65944,2.09817,1.42037,0.602886,1.5378,0.787098,1.52143
PPP6C,35.6083,34.1034,32.524,33.3997,33.3182,35.6862,35.4336,36.6933
PPP6R1,38.974,44.2994,40.2551,34.6609,38.2864,40.3171,46.3026,44.0939
PPP6R2,15.6829,18.2114,15.2479,14.6269,16.255,15.1715,18.483,17.722
PPP6R2P1,0,0,0,0,0,0,0,0
PPP6R3,33.2426,36.5537,28.6717,32.2711,37.6331,35.4522,44.1009,42.7985
PPRC1,36.1674,40.4629,37.0729,36.0242,37.7713,37.2495,40.8148,39.0034
PPT1,111.795,104.666,106.975,114.898,119.32,118.87,112.585,113.209
PPT2,28.5944,29.579,32.8177,28.3292,31.2012,28.7827,27.6517,34.2255
PPT2-EGFL8,0.971063,1.59831,0.299318,0.828879,0.642662,0.461487,0.350757,0.8733
PPTC7,10.3361,11.0426,11.3371,11.6745,11.1866,10.0712,12.8715,13.0782
PPWD1,17.2718,20.7289,20.8468,19.1245,20.2748,22.3242,23.6862,23.2114
PPY,0.132817,0,0,0,0,0,0,0
PPY2P,0,0,0,0,0,0,0,0
PQBP1,101.539,95.2257,95.763,95.6785,95.5378,94.2425,86.3531,87.0297
PRAC1,1.03843,0.383981,0.759461,0.86924,0.215562,0,0.598865,0.396728
PRAC2,0.784693,0.961369,1.81675,0.681767,1.2417,1.01221,1.28434,1.52512
PRADC1,28.1424,23.6123,27.6256,26.9564,23.8163,23.5271,19.0401,20.3474
PRADC1P1,0,0,0,0,0,0,0,0
PRAF2,60.6712,61.7311,62.9597,66.3483,72.886,73.4813,70.6056,77.5353
PRAG1,1.02917,1.10255,0.631714,0.851742,1.06734,1.22241,1.14562,0.93351
PRAL,0.0273594,0.0635033,0.032187,0.0292393,0.0196476,0,0.0785939,0.0273456
PRAM1,0.0421687,0.0313891,0,0,0.114062,0.0634219,0.0350265,0.283297
PRAME,23.0014,23.9174,17.7783,19.8786,19.3441,22.7669,24.2713,26.7488
PRAMEF1,0,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0,0
PRAMEF12,0,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0,0.0251087
PRAMEF18,0,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0,0
PRAMEF2,0,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0,0
PRAMEF25,0,0,0.12069,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0,0
PRAMEF30P,0,0,0,0,0,0,0,0
PRAMEF31P,0,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0,0
PRAMEF35P,0,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0.0212529,0,0
PRAMENP,0,0,0,0,0,0,0,0
