,h3.1,h3.2,h3.3,h11.1,h11.2,h11.3
SMAD5,13.1649,14.5558,13.9865,15.5807,16.9683,16.2375
SMAD5-AS1,0.115834,0.104969,0.0752962,0.137926,0.0317737,0.110026
SMAD6,7.81284,6.98716,8.43551,6.65284,6.49092,7.39747
SMAD7,5.25362,7.20303,7.35173,5.94162,5.87054,5.49644
SMAD9,4.12937,4.06821,4.59941,6.17822,6.35593,6.21761
SMAD9-IT1,0.747493,1.3516,1.10897,2.01759,0.782642,2.01358
SMAGP,4.67277,3.1956,4.12529,4.44985,5.02703,5.20062
SMAP1,14.1291,16.1711,15.4084,19.151,19.2931,17.9859
SMAP2,17.7953,18.1774,17.8618,23.3596,22.9302,22.3567
SMARCA1,14.2765,15.1293,12.7001,21.6206,23.0554,22.9038
SMARCA2,16.9539,12.0832,15.0657,30.227,19.4528,13.8428
SMARCA4,63.5881,65.7733,62.5837,83.9444,82.742,78.5357
SMARCA5,32.3373,32.8344,37.396,41.5159,36.6762,39.4919
SMARCA5-AS1,0.408145,0.369541,0.0799163,0.0730518,0.13505,0
SMARCAD1,16.6419,19.2602,18.7148,22.7157,22.4571,22.4263
SMARCAD1-DT,0.0726188,0,0.0710346,0.0649611,0,0
SMARCAL1,8.78903,10.7647,8.70061,15.0098,15.6685,13.1892
SMARCAL1-AS1,0,0.114804,0,0,0.105548,0
SMARCB1,121.524,117.074,107.633,142.827,140.686,141.518
SMARCC1,60.6752,62.6813,60.8721,74.1502,74.1958,72.7738
SMARCC2,40.0674,48.395,46.5626,47.9903,50.4597,47.0435
SMARCD1,55.7918,59.0176,50.9239,59.2563,62.0326,68.0278
SMARCD2,43.9547,45.3887,43.3027,47.412,47.866,51.7291
SMARCD3,23.3288,21.8183,23.7809,23.0603,21.4811,24.7853
SMARCE1,56.2971,60.4229,58.454,75.9467,82.6912,73.2086
SMARCE1P1,0,0,0.0609746,0,0,0.0595607
SMARCE1P2,0,0,0,0,0,0
SMARCE1P3,0,0,0,0,0,0
SMARCE1P5,0.060261,0.10916,0,0,0,0
SMARCE1P6,0,0,0.0592271,0,0,0
SMC1A,94.6848,116.027,97.5913,131.544,126.625,137.262
SMC1B,0.0183762,0.0666374,0.0915382,0.0699373,0.150849,0.104289
SMC2,20.5959,20.8593,20.5711,23.1084,24.7021,25.1093
SMC2-DT,9.25292,6.23765,9.86115,1.28821,0.813228,0.544596
SMC3,59.1434,59.5462,54.6757,71.502,70.6694,73.8815
SMC3P1,0.532165,0,0,0,0.10533,0
SMC4,149.934,161.731,162.13,164.336,154.169,155.87
SMC5,18.5273,17.297,19.9267,23.8476,21.2183,22.4907
SMC5-DT,0.578214,0.666377,0.550793,0.556572,0.426928,0.324281
SMC6,22.232,21.2563,23.8104,27.1255,30.5561,30.172
SMCHD1,17.6451,17.2993,20.0926,21.1044,24.0489,24.8162
SMCO1,0,0,0,0,0,0
SMCO2,0.370789,0.247842,0.247074,0.611876,1.21995,0.516083
SMCO3,0,0,0,0,0,0
SMCO4,9.78908,13.8144,11.3396,13.3752,13.7886,12.8479
SMCP,0,0,0,0,0,0
SMCR2,0.636409,0.719339,1.41275,0.142914,0.132829,0
SMCR5,0.0716378,0.0865703,0.0463577,0.0212433,0.136881,0.11271
SMCR8,7.61937,7.83355,8.1308,8.38819,7.62428,8.50094
SMDT1,35.4604,38.8481,38.3822,40.4405,39.962,40.5266
SMG1,20.502,18.1902,20.985,19.0713,16.0537,19.7907
SMG1-DT,0.847957,0.574926,1.26091,0,0,0.417205
SMG1P1,7.1369,7.63114,7.62614,6.45243,7.86377,10.206
SMG1P2,1.53874,1.7428,1.43334,2.16058,2.38011,2.42945
SMG1P3,10.0332,5.91949,10.781,14.1444,13.7892,14.1566
SMG1P4,0.842693,1.28048,0.354598,1.57697,3.91548,5.03274
SMG1P5,5.91196,3.95167,3.20841,7.36455,7.47208,7.07218
SMG1P6,0.34314,0.0875617,0.529651,0.50188,0.0950219,0.841934
SMG1P7,8.98891,10.6026,9.67222,8.86383,7.53011,9.33105
SMG5,63.8057,70.6652,66.3619,71.9471,69.0712,68.3031
SMG6,6.52552,6.85601,8.43593,9.93315,11.7059,10.1614
SMG6-IT1,0,0.26842,0,0,0,0
SMG7,29.5608,28.6527,29.1002,33.7455,34.9008,36.8304
SMG7-AS1,0.722093,0.695441,0.425499,0.54669,0.201507,0.160282
SMG8,18.2431,20.0345,17.5105,20.1809,16.6253,17.0058
SMG9,47.9315,48.7472,51.0739,40.9564,44.8422,39.9412
SMILR,0,0,0,0,0,0.159479
SMIM10,11.9917,11.6095,10.2875,9.76379,10.3976,9.61864
SMIM10L1,15.544,17.4208,16.6527,6.75502,7.31461,6.833
SMIM10L2A,1.41065,1.17623,1.24958,1.25391,0.878224,1.22041
SMIM10L2B,1.17832,1.1989,0.842948,0.759184,0.790157,0.943599
SMIM10L2B-AS1,0,0.0768525,0.083131,0.0660933,0,0.313184
SMIM11,3.89532,3.01136,22.7994,17.1372,18.5833,14.5055
SMIM1,1.48628,1.34392,1.83344,0,1.40041,1.81954
SMIM11P1,0,0,0,2.00227,0,0
SMIM12,33.6934,30.2354,29.4224,30.8458,28.6987,31.1274
SMIM12P1,0,0,0,0,0,0
SMIM13,10.0319,10.7347,9.9148,12.9011,11.3243,10.9678
SMIM14,1.49284,2.03692,1.83091,2.77656,2.82804,3.80206
SMIM14-DT,0.797607,0.797129,0.876202,0.247447,0.316513,0.575151
SMIM15,28.9897,30.6474,31.829,35.9367,38.4124,42.2561
SMIM15-AS1,14.6332,16.1834,17.5875,1.22175,1.23765,1.69972
SMIM15P2,0,0,0,0,0,0
SMIM17,0.066551,0.151293,0.184808,0.0239804,0.127501,0.0530887
SMIM18,0.083772,0.0758453,0,0.0749776,0.0693156,0
SMIM19,23.9398,26.6112,23.9345,24.281,26.2203,25.7108
SMIM2,0,0,0,0,0,0
SMIM20,16.1723,15.6657,11.412,20.4396,18.0045,16.0715
SMIM21,0,0,0,0,0,0
SMIM22,0,0,0,0.148481,0.138063,0
SMIM24,0.700322,0.263841,0,0.345602,0.213678,0.124314
SMIM26,73.3878,83.6167,78.3288,71.8665,75.9972,71.1462
SMIM27,11.5548,17.6589,15.7202,15.9406,15.3867,13.9528
SMIM28,0,0,0,0,0,0
SMIM29,10.7299,10.4068,9.54329,9.80246,9.843,8.03369
SMIM2-AS1,4.85018,4.96405,5.72858,2.4825,1.84096,0.829474
SMIM30,71.8851,80.2279,81.6602,83.9399,84.7429,81.5445
SMIM31,0.0879075,0.0586514,0.0421656,0.134875,0.0886094,0.0408151
SMIM32,0,0,0,0,0,0
SMIM33,0,0,2.66011,0,0,0
SMIM3,3.33703,0,0,3.44324,0,0
SMIM34,0.146404,4.2107,0,0,4.10393,4.82993
SMIM35,0.0414826,0,0.0201898,0,0,0.0196282
SMIM36,0,0,0.0247463,0,0,0
SMIM38,0.0234255,0,0.0245462,0.0487248,0.0209741,0
SMIM39,0,0,1.23234,0,0,0
SMIM40,0,0,0,0,0,0
SMIM41,0,0,0,0,0,0
SMIM42,0,0,0,0,0,0
SMIM43,1.91239,0.776962,0.738946,2.30868,0.599877,1.53312
SMIM44,0,0,0,0,0,0
SMIM45,3.01575,52.8112,3.40974,46.1827,1.93587,2.27653
SMIM4,68.5326,3.7487,63.8561,3.06915,60.8668,57.213
SMIM5,0.0458687,0,0.0339939,0,0.344272,0.0439053
SMIM6,0,0,0,0,0,0
SMIM7,33.4213,34.7092,36.575,40.1952,38.4634,40.9826
SMIM7P1,0,0,0,0,0,0
SMIM8,7.95819,6.2429,7.57928,7.51983,6.27408,8.64226
SMIM9,0,0,0,0,0,0
SMKR1,1.21339,0.438744,1.31781,1.75174,3.68177,1.44158
SMLR1,0,0,0,0,0,0
SMN1,63.4233,66.522,62.5526,61.0872,64.9935,63.2062
SMN2,68.8238,89.6433,80.5159,91.8095,87.0294,99.4947
SMNDC1,37.0812,41.4772,42.6774,45.3762,50.5369,49.6808
SMO,14.4303,17.7855,14.8904,15.7485,15.6531,17.7604
SMOC1,12.7346,13.9236,12.6818,15.4239,12.899,15.6895
SMOC2,0.0655922,0.03964,0.530542,0.0195093,0.0179557,0.0620866
SMOX,4.58111,7.73408,6.37515,6.16092,5.01991,5.36992
SMPD1,11.501,12.6186,11.44,10.4381,7.56604,7.87208
SMPD2,5.70994,6.28248,5.16399,6.90981,5.98093,7.67217
SMPD3,0.3475,0.145318,0.770797,0.252507,0.145311,0.530226
SMPD4,64.1256,74.5828,65.3625,71.8429,72.6346,70.6021
SMPD4BP,13.8859,13.0737,13.6345,15.8586,15.2662,14.8213
SMPD4P1,0,0,0,0,0,0.0288186
SMPD4P2,0,0,0.0423259,0,0,0
SMPD5,0,0,0,0,0,0
SMPDL3A,4.25438,4.68656,4.54881,5.39278,5.87927,4.92777
SMPDL3B,7.8555,9.28421,9.13265,9.01136,8.4367,8.46836
SMPX,0.176829,0.311691,0,0,0,0
SMR3B,0,0,0,0,0,0
SMS,66.7907,72.8894,72.5539,77.8967,81.4406,78.2047
SMSP1,0,0,0,0,0,0
SMTN,13.0873,12.118,12.8895,14.2033,12.7531,15.2208
SMTNL1,0,0,0,0,0,0
SMTNL2,1.46925,3.52415,2.71383,2.39181,2.78315,1.79268
SMU1,13.7103,14.5718,13.087,15.6446,15.3492,14.9491
SMU1P1,0,0,0,0,0,0
SMUG1,27.3003,35.4681,30.5963,30.9919,31.9754,32.9483
SMUG1P1,0,0,0,0,0,0
SMURF1,7.165,7.62433,6.79875,7.61908,8.84217,8.11671
SMURF2,11.6323,13.9705,13.3657,16.3444,16.9326,16.9905
SMURF2P1,1.26506,0.825745,0.701212,0.925664,0.342309,1.27429
SMYD1,0.015116,0,0,0,0,0
SMYD2,17.2295,18.5476,20.5584,22.8839,23.0607,19.7129
SMYD3,5.70047,6.41633,6.13101,7.36509,8.33668,8.53761
SMYD3-AS1,0,0,0,0,0,0
SMYD3-IT1,0.630191,1.13844,0,0.569136,0,0.0285034
SMYD4,9.98025,11.8566,10.0734,8.60381,8.83405,7.95946
SMYD5,21.7714,24.6835,22.1841,27.5271,25.4756,25.31
SNAI1,2.81461,3.93821,3.02768,1.70058,1.63549,1.5342
SNAI1P1,0.103972,0.0940952,0,0,0,0
SNAI2,1.43473,1.83235,1.76684,1.93805,2.28093,2.23484
SNAI3,0.768978,0.513449,0.631514,0.253028,0.433064,0.653783
SNAI3-AS1,2.21607,1.70056,1.71741,2.64835,1.54782,1.06333
SNAP23,28.2975,29.6601,27.5311,31.368,38.9466,37.9933
SNAP23P1,0.632995,2.34293,1.93147,0.574568,1.1055,0
SNAP25,1.55674,0.65565,1.82671,0.932352,0.651346,0.524406
SNAP25-AS1,0.129104,0.362121,0,0,0.111459,0.0129804
SNAP29,30.3162,29.4036,27.8017,37.0774,34.6263,38.7036
SNAP47,39.7015,42.8271,40.2127,50.0911,53.7493,53.6362
SNAP91,2.3058,2.00635,1.55801,3.38393,3.58479,2.60454
SNAPC1,6.11423,5.8035,6.45102,8.70352,8.1734,8.63667
SNAPC2,8.16018,8.63479,6.86908,10.3326,9.10278,9.85409
SNAPC3,13.1925,14.3287,13.747,16.3577,14.6231,17.3033
SNAPC4,17.2783,16.7595,16.955,17.4171,16.498,18.0228
SNAPC5,26.0904,31.2795,33.9875,30.5762,30.0793,33.7747
SNAPC5P1,0,0,0,0,0.371737,0
SNAPIN,42.2427,44.2661,40.7005,55.2654,57.1367,62.4952
SNCA,16.9372,24.6178,19.3299,31.9811,25.4145,26.0296
SNCA-AS1,0.100059,0.0465975,0.098131,0.700434,0.0844747,0.0243492
SNCAIP,1.26465,0.998763,0.685463,0.957001,0.53818,1.61432
SNCB,1.96392,1.75731,2.42835,1.81645,2.46567,1.73065
SNCG,0.645929,1.10535,0.442897,0.439465,0.379119,1.24479
SND1,68.3564,73.4134,67.082,88.0939,86.8986,87.1117
SND1-DT,1.8882,2.06266,1.28556,0.172687,0,0
SND1-IT1,0,0,0,0,0.0295343,0
SNED1,0.838062,1.07989,1.25041,1.26909,1.17623,0.818177
SNED1-AS1,0,0,0,0,0.269069,0
SNF8,90.7126,106.297,100.997,100.634,111.192,99.3515
SNF8P1,0,0,0,0,0,0
SNHG10,17.3215,20.4968,22.9462,16.7237,12.9042,14.9217
SNHG11,20.5339,24.5075,21.0642,14.9664,20.8466,19.1758
SNHG12,77.403,79.4431,77.8865,219.104,211.451,211.253
SNHG1,311.033,330.111,325.752,84.1264,88.99,79.189
SNHG14,0.794933,1.28205,0.817648,0.415334,0.687869,0.69132
SNHG15,152.553,156.322,169.233,94.493,97.9548,93.4743
SNHG16,95.3704,99.5176,92.7365,87.6049,84.9937,87.4524
SNHG17,103.28,111.275,110.497,83.2214,86.0435,85.0987
SNHG18,0,0,0,0.20954,0.0348217,0
SNHG19,62.735,69.5254,71.5369,19.6057,27.9698,26.2611
SNHG20,30.1623,39.2183,38.8009,20.3755,19.7209,19.0682
SNHG21,19.2444,17.1202,14.0762,10.464,10.8689,12.2695
SNHG22,2.85599,1.93138,1.22061,0.442859,0.326644,0.729235
SNHG25,381.313,455.706,420.343,43.97,79.5824,67.127
SNHG26,11.3431,12.0274,10.7542,2.45973,3.285,6.3274
SNHG27,0.0497096,0.382888,0.40678,0.123571,0.314256,0.0686756
SNHG28,0.0421012,0.0404074,0,0.291677,0.196217,0.233504
SNHG29,425.109,451.548,419.58,536.762,560.018,535.165
SNHG30,11.1151,12.5579,13.3119,8.47982,10.6701,12.5015
SNHG31,0.427367,0.326711,0.763317,0.386521,100.862,0.422483
SNHG3,138.641,132.767,122.871,119.154,0.245262,111.072
SNHG32,108.548,121.117,119.843,99.0892,129.217,121.16
SNHG4,84.6266,93.5084,87.8853,71.3994,59.3569,68.4246
SNHG5,268.547,275.838,271.006,357.502,359.83,347.367
SNHG6,155.181,157.921,148.619,136.944,149.478,141.291
SNHG7,61.3133,59.0728,53.8537,70.1967,80.1655,77.3538
SNHG8,154.534,167.703,169.672,153.068,141.944,155.277
SNHG9,103.574,105.224,107.409,35.6193,44.1075,32.2089
SNIP1,8.36647,8.50013,9.89472,9.62891,9.84579,12.5637
SNN,3.62221,4.68294,4.24704,4.20513,4.51208,4.47939
SNORA10,0,0,0,0,0,0
SNORA108,0,0,0,0,0,0
SNORA10B,0,0,0,0,2.69129,0
SNORA11,28.8025,54.2808,51.7182,8.07778,0,18.8467
SNORA11B,0,0,0,0,0,0
SNORA11D,0,0,0,0,0,0
SNORA11E,0,0,0,0,37.678,0
SNORA11F,34.563,24.4263,42.5915,45.7741,0,50.258
SNORA11G,3.77086,0,0,0,13.109,0
SNORA12,14.1226,32.057,17.0329,5.5352,2.84815,6.56569
SNORA13,0,0,0,0,0,0
SNORA14A,0,0,0,2.32595,4.67488,0
SNORA14B,12.5521,21.2455,13.2405,15.4941,21.037,30.0894
SNORA15,0,0,0,0,0,0
SNORA15B-1,0,0,0,0,0,0
SNORA15B-2,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0
SNORA16B,0,0,2.6481,2.32595,0,0
SNORA17B,0,0,0,0,0,0
SNORA18,0,0,0,0,0,0
SNORA19,20.1618,10.8562,6.08449,2.69259,2.69129,9.42337
SNORA1B,0,0,0,0,0,0
SNORA20,39.8801,17.4911,19.6542,9.89764,0,14.5245
SNORA20B,0,0,0,0,0,0
SNORA21,0,0,0,0,0,0
SNORA21B,0,0,0,0,0,0
SNORA22,14.9216,19.2269,18.8798,11.8781,21.466,8.36448
SNORA22B,7.11911,13.3857,12.523,4.38091,8.80974,15.4742
SNORA22C,2.98432,0,0,0,0,0
SNORA23,8.34899,3.3185,2.47556,1.09909,2.16658,6.33216
SNORA24,0,0,0,0,0,0
SNORA24B,0,0,0,0,0,0
SNORA25,0,0,0,0,0,0
SNORA26,0,0,1.52634,0,0,0
SNORA27,0,0,1.42054,2.21566,0,0.305554
SNORA28,14.92,22.6035,66.4992,14.006,2.7932,9.80804
SNORA29,12.2236,1.77561,5.09561,3.19517,5.36829,3.10085
SNORA2A,15.0625,21.2455,18.5367,9.3038,7.01232,13.677
SNORA2B,12.0927,13.6634,22.9882,11.1643,4.48841,15.7849
SNORA2C,2.41853,2.27723,10.217,4.46574,4.48841,5.26164
SNORA30,5.64985,7.97611,0,2.63011,2.63511,6.17303
SNORA30B,0,0,0,0,0,0
SNORA31,5.5215,20.8286,2.92608,2.57516,2.58678,6.05883
SNORA33,187.731,190.061,166.787,105.581,152.62,103
SNORA35B,0,0,0,0,0,0
SNORA36B,2.70902,2.54586,0,0,0,0
SNORA36C,0,0,0,0,0,0
SNORA37,0,0,0,0,0,3.08651
SNORA38,15.952,32.4834,22.462,4.94882,0,0
SNORA38B,13.5451,7.63757,8.58738,0,2.54022,2.96234
SNORA3A,0,0,0,0,0,0
SNORA3B,105.652,119.655,140.261,40.4137,48.2641,29.6234
SNORA40,0,0,0,0,0,0
SNORA40B,0,0,6.08449,0,0,0
SNORA40C,0,0,0,0,0,0
SNORA41,29.7955,24.9895,39.8646,2.01793,19.6714,3.89167
SNORA44,0,0,0,0,0,0
SNORA46,5.02085,7.08185,5.29619,0,2.33744,8.2062
SNORA47,0,2.23095,5.00922,2.19046,2.20244,10.3162
SNORA48,5.17157,10.292,3.59912,0,12.8566,6.84619
SNORA49,2.46225,2.31811,7.80417,2.27751,0,0
SNORA50A,17.9059,7.21009,5.39423,6.83254,0,5.57632
SNORA50B,2.51042,0,0,0,0,0
SNORA50C,0,0,0,0,0,0
SNORA50D,0,0,0,0,0,2.90491
SNORA51,45.1975,64.9669,39.3084,32.1673,34.3586,34.8589
SNORA52,12.8727,25.664,11.6486,7.893,9.51094,0
SNORA53,1.23613,2.80951,0.629018,0,2.15842,0.633808
SNORA54,6.2887,2.99338,6.67389,11.905,0,0
SNORA55,0,0,0,0,0,4.7288
SNORA56,0,0,2.2016,0,0,0
SNORA57,0,0,0,0,0,0
SNORA58,0,2.27723,0,0,0,2.63082
SNORA58B,11.5359,0,16.1975,0,0,5.35955
SNORA59A,1.46906,0,0,0,0.876151,0
SNORA59B,0.380388,0.75148,0.46632,0.638273,0.836889,1.60444
SNORA5A,7.67397,21.6303,23.7152,16.6294,9.54046,22.3053
SNORA5B,0,0,5.05385,0,0,0
SNORA5C,21.7668,29.604,22.9882,40.1916,26.9305,31.5699
SNORA60,0,0,0,0,0,1.48218
SNORA61,0,0,0,0,0,0
SNORA62,0,0,0,0,0,0
SNORA63,10.5016,0,0,0,0,0
SNORA63C,2.82492,13.2935,2.9833,0,0,0
SNORA63D,15.952,0,5.61549,0,0,2.90491
SNORA63E,0,0,0,1.44512,0,0
SNORA64,0,0,0,0,0,0
SNORA65,184.97,166.629,146.304,33.477,31.0413,36.353
SNORA66,75.6985,146.934,110,53.3436,26.7918,65.4815
SNORA68B,0,0,5.50002,0,2.43562,5.69405
SNORA69,29.2454,47.4758,22.462,14.8465,14.9488,14.5245
SNORA70,0,2.36062,4.72874,0,0,5.17246
SNORA70B,0,0,0,0,0,0
SNORA70D,0,0,0,0,0,0
SNORA70F,0,0,0,0,0,0
SNORA70G,0,0,0,0,0,0
SNORA70H,2.51042,0,0,0,0,2.7354
SNORA70I,0,0,2.6481,0,0,2.7354
SNORA70J,0,0,0,0,0,0
SNORA71,4.53454,2.40336,1.11312,2.78309,0,4.97346
SNORA71A,0,0,0,0.416039,8.29658,0
SNORA71B,24.5034,13.2326,21.1001,16.5367,11.2849,14.3367
SNORA71C,1.45849,4.58701,0,0.811737,0,3.19043
SNORA71D,0,0,0,0,0,0
SNORA71E,0,0,0,0,0,0
SNORA72,10.9131,9.99491,8.42324,2.47441,2.49147,14.5245
SNORA73,0,0,0.947809,0,0,0
SNORA73A,0,0,0,0,0,0
SNORA73B,99.1108,96.5203,97.684,31.3944,63.8304,41.7868
SNORA74,0,0,0,0,0,0
SNORA74A,1.97301,1.82586,4.0939,2.71982,4.43833,0
SNORA74B,0,0.882411,0.989202,0,0,0
SNORA74C-1,0,1.32362,0,0.876267,0,0
SNORA74C-2,0,1.32362,0,0,0,0
SNORA74D,13.4201,8.41379,2.36437,0,10.3847,9.74824
SNORA75,0,1.78801,0,0,0,0
SNORA77,0,2.8868,0,0,2.84751,0
SNORA77B,0,0,0,0,0,0
SNORA78,0,0,0,0,0,0
SNORA79,0,0,2.41327,0,0,0
SNORA79B,37.7196,29.64,31.3397,16.3259,14.7212,15.0213
SNORA7A,0,0,0,0,0,0
SNORA7B,0,0,0,0,0,0
SNORA8,0,0,0,0,0,0
SNORA80A,0,0,0,2.27751,0,2.67978
SNORA80B,22.1603,18.5449,28.6153,2.27751,2.28814,2.67978
SNORA80C,0,9.44247,7.94429,2.32595,21.037,0
SNORA80D,0,4.72123,2.6481,11.6297,0,2.7354
SNORA80E,9.67413,31.8812,40.8679,6.69861,8.97683,21.0466
SNORA81,0,0,0,0,0,0
SNORA84,5.22059,2.4489,0,0,2.43562,8.54107
SNORA9,0,0,0,0,0,0
SNORA9B,2.61029,4.8978,11,0,4.87123,2.84702
SNORC,1.0606,1.01813,1.14501,1.49148,1.53766,1.86788
SNORD10,0,0,0,0,0,0
SNORD100,96.0201,69.1644,108.927,155.238,55.6202,122.928
SNORD101,49.4244,105.259,116.719,209.396,148.301,141.226
SNORD102,0,0,0,0,0,0
SNORD104,931.569,1211.69,860.683,184.631,178.043,141.681
SNORD105,33.1844,63.0092,42.7309,5.4212,19.4669,0
SNORD105B,16.0592,19.783,44.2511,0,0,0
SNORD107,0,0,0,0,0,0
SNORD108,0,0,0,0,0,0
SNORD111,10.3911,0,5.23228,0,0,0
SNORD111B,15.7768,4.86915,14.8723,0,0,0
SNORD112,0,0,0,0,0,0
SNORD113-1,0,0,0,0,0,0
SNORD113-2,0,0,0,0,0,0
SNORD113-3,0,0,0,32.6022,0,0
SNORD113-4,0,0,0,0,0,0
SNORD113-5,0,0,0,0,0,0
SNORD113-6,0,0,0,0,0,0
SNORD113-7,0,0,0,0,0,0
SNORD114-1,0,0,0,0,0,0
SNORD114-10,0,0,0,0,0,0
SNORD114-11,0,0,0,0,0,0
SNORD114-12,0,0,0,0,0,0
SNORD114-13,0,0,0,0,0,0
SNORD114-14,0,0,0,0,0,0
SNORD114-15,0,0,0,0,0,0
SNORD114-16,0,0,0,0,0,0
SNORD114-17,0,0,0,0,0,0
SNORD114-19,0,0,0,0,0,0
SNORD114-2,0,0,0,0,0,0
SNORD114-20,0,0,0,0,0,0
SNORD114-21,0,0,0,0,0,0
SNORD114-22,0,0,0,0,0,0
SNORD114-23,0,0,0,0,0,0
SNORD114-24,0,0,0,0,0,0
SNORD114-25,0,0,0,0,0,0
SNORD114-26,0,0,0,0,0,0
SNORD114-27,0,0,0,0,0,0
SNORD114-31,0,0,0,0,0,0
SNORD114-4,0,0,0,0,0,0
SNORD114-6,0,0,0,0,0,0
SNORD114-7,0,0,46.5321,0,0,0
SNORD114-9,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0
SNORD115-47,0,0,0,0,0,0
SNORD115-9,0,0,0,0,0,0
SNORD116-14,0,0,0,0,0,0
SNORD116-18,0,0,0,0,0,0
SNORD116-19,0,0,0,0,0,0
SNORD116-2,0,0,0,0,0,0
SNORD116-23,0,0,0,0,0,0
SNORD116-26,0,0,0,0,0,0
SNORD116-27,0,0,0,0,0,0
SNORD116-4,0,63.1709,0,0,0,0
SNORD116-6,0,0,0,0,0,0
SNORD116-8,0,0,0,0,0,0
SNORD116-9,0,0,0,0,68.6295,0
SNORD11,71.4566,0,0,0,0,70.2027
SNORD117,26.6722,49.4031,24.7562,11.0884,4.63502,26.7235
SNORD118,18.9372,0.0394246,5.89984,0.053094,0,0
SNORD11B,10.7897,41.6668,10.5686,20.6581,4.76223,5.38411
SNORD12,0,0,0,0,0,0
SNORD121A,0,0,10.0671,0,9.4568,0
SNORD121B,0,4.98085,0,0,0,0
SNORD123,0,0,0,0,0,0
SNORD124,0,4.32632,0,0,0,4.80768
SNORD126,5.39394,10.0725,20.2066,0,0,5.21206
SNORD127,11.0706,36.7007,10.7595,10.8351,4.93109,16.416
SNORD12B,16.0781,40.4227,47.0004,15.4791,18.8006,10.938
SNORD12C,5.45379,15.7604,37.4643,20.7944,4.85949,21.8115
SNORD13,0,30.2842,4.61542,0,0,0
SNORD138,0,0,0,0,0,0
SNORD13D,0,0,0,0,0,0
SNORD13E,0,0,0,4.2957,0,4.80768
SNORD13P1,0,0,0,0,0,0
SNORD13P3,0,4.32632,0,0,0,0
SNORD14,0,0,0,0,0,0
SNORD14A,294.766,331.014,308.114,175.43,188.006,153.133
SNORD14B,0,0,0,0,0,0
SNORD14C,0,0,0,0,0,0
SNORD14D,0,0,0,0,0,0
SNORD14E,71.8996,110.266,128.193,32.5272,24.3336,5.354
SNORD15A,9.9262,2.53735,3.25364,3.62799,0,4.2918
SNORD15B,43.1501,51.7635,47.6005,30.1349,24.8071,20.0314
SNORD17,31.2866,55.7669,37.4448,47.7511,52.6069,40.7757
SNORD18,0,0,0,0,0,0
SNORD19,87.1424,168.794,147.141,135.971,108.248,72.8757
SNORD19B,0,0,0,0,0,0
SNORD19C,165.368,261.837,207.952,138.605,74.1603,144.307
SNORD1A,0,0,0,0,0,0
SNORD1B,60.4633,10.5285,31.0214,0,0,0
SNORD21,1.91919,4.19229,0,0,0,0
SNORD22,0,0,0,0,0,0
SNORD23,0,0,0,0.892636,1.6689,0
SNORD26,0,0,0,0,0,0
SNORD27,5.47802,9.98743,9.0245,0,0,0
SNORD28,0,0,0,0,0,0
SNORD30,0,0,0,0,0,0
SNORD32B,0,0,0,0,0,0
SNORD33,0,0,0,0,0,0
SNORD35A,0,0,0,0,0,0
SNORD35B,0,0,0,0,0,0
SNORD36A,0,0,0,0,0,0
SNORD36C,42.4555,81.3695,72.4725,19.9632,13.674,9.63736
SNORD37,5.30694,5.08559,27.4436,0,0,14.456
SNORD38A,54.161,67.8545,49.8947,19.9601,35.6086,9.44537
SNORD38C,0,0,0,0,0,0
SNORD39,5.33445,0,0,0,0,0
SNORD3A,13.9993,10.0489,6.51644,3.05459,12.4769,2.76673
SNORD3B-1,4.89534,1.44303,1.16351,0.572073,1.08993,0.180578
SNORD3B-2,0,1.18854,1.66646,0,0.628881,0
SNORD3C,0,0,0,0,0,0
SNORD3D,16.4257,2.07905,0,4.38063,24.3486,2.73957
SNORD3E,0,0,0,0,0,0
SNORD3G,0,0,0,0,0,0
SNORD3H,0,0,0,0,0,0
SNORD3J,0,0,0,0,0,0
SNORD3P1,0,0,0,0,0,0
SNORD41,0,0,4.15789,0,0,4.72269
SNORD42,16.4082,19.4356,20.7983,0,0,0
SNORD42A,0,0,0,0,0,0
SNORD42B,5.4177,0,0,0,0,0
SNORD43,36.6343,58.6974,47.7979,4.99102,0,30.4245
SNORD45A,0,0,0,0,0,0
SNORD45C,0,0,0,0,0,0
SNORD46,230.465,203.337,138.463,85.9139,63.7449,57.6922
SNORD48,26.1673,29.3487,31.8653,9.98204,4.53215,15.2123
SNORD49A,0,0,0,0,0,0
SNORD49B,0,0,0,0,0,0
SNORD4A,10.956,0,0,0,0,0
SNORD4B,0,0,0,0,0,0
SNORD50B,0,0,0,0,0,0
SNORD51,31.5536,82.7756,99.1484,37.5813,19.2011,5.28546
SNORD53,37.2424,35.3165,29.9203,11.0392,0,26.4302
SNORD53B,21.2814,10.0904,14.9602,0,32.4957,0
SNORD54,0,0,0,0,0,0
SNORD55,0,0,0,0,0,0
SNORD56B,0,0,0,0,0,0
SNORD57,0,0,0,0,0,0
SNORD58,5.30694,0,7.84102,0,0,0
SNORD59A,75.8165,78.5837,49.5826,60.1842,33.9492,21.0337
SNORD60,0,0,0,0,0,0
SNORD62,0,0,112.05,0,0,0
SNORD62A,105.171,76.0228,0,67.7192,39.4487,60.192
